track_name,artist_name,artist_pop,artist_genres,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre_score,track_pop
Safest Bet,Slark Moan,8,[],Four Horses,0.663,0.568,-8.377,0.0246,0.158,0.165,0.12,0.61,110.025,191308,4,0.0,24
Sugar in the Creek,Bendigo Fletcher,42,"['deep new americana', 'roots americana']",Sugar in the Creek,0.317,0.696,-7.844,0.0512,0.607,0.00086,0.108,0.68,144.95,251747,4,19.0,52
Dreamers,Mighty Oaks,52,"['folk-pop', 'german indie', 'german indie folk']",Dreamers,0.52,0.619,-6.86,0.0318,0.0166,0.0,0.173,0.429,157.966,207533,3,37.0,36
"New Person, Old Place",Madi Diaz,43,"['acoustic pop', 'indie folk', 'indie pop', 'new americana']","New Person, Old Place",0.603,0.443,-7.73,0.0288,0.533,2.24e-06,0.097,0.421,134.891,246227,4,170.0,47
Waiting,James Vincent McMorrow,57,"['indie folk', 'indie soul', 'irish singer-songwriter']",Waiting,0.362,0.192,-14.068,0.0499,0.917,7.07e-06,0.0899,0.22,77.32,212634,4,81.0,44
jordan,Joy Oladokun,57,"['black americana', 'indie folk', 'la pop', 'neo mellow']",in defense of my own happiness,0.347,0.315,-9.792,0.0337,0.545,3.53e-06,0.0966,0.171,96.079,241200,4,136.0,57
Mystery Hymn,Lowland Hum,37,"['charlottesville indie', 'deep new americana', 'indie folk', 'indiecoustica', 'new americana', 'pop folk']",At Home,0.745,0.0777,-14.251,0.0601,0.53,0.0598,0.0808,0.312,123.983,225007,4,193.0,22
Transatlantic,Aoife O'Donovan,51,"['boston folk', 'deep new americana', 'folk', 'indie folk', 'new americana', 'progressive bluegrass']",Transatlantic,0.509,0.322,-10.75,0.0284,0.809,0.000409,0.109,0.236,121.996,272894,3,212.0,41
Everything Changed,Lindsay Lou & the Flatbellys,0,['folk-pop'],Ionia,0.507,0.553,-6.957,0.0286,0.498,0.000419,0.143,0.4,130.793,245839,4,33.0,0
Cascades,Kishi Bashi,52,"['chamber pop', 'metropopolis', 'shimmer pop', 'stomp and holler', 'stomp and whittle']",Emigrant EP,0.526,0.437,-12.236,0.0317,0.767,0.000248,0.376,0.356,105.362,236178,4,80.0,0
Capable,The Wild Reeds,41,"['deep new americana', 'indie folk', 'new americana', 'stomp and holler']",The World We Built,0.413,0.603,-6.786,0.0371,0.175,0.000864,0.101,0.225,172.204,257173,4,193.0,41
Detour,Ainslie Wills,43,"['australian indie', 'melbourne indie']",Detour,0.793,0.33,-10.986,0.0334,0.808,0.000981,0.0787,0.498,86.007,213024,4,8.0,56
I Was Born To Love You,Ray LaMontagne,62,"['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']",MONOVISION,0.659,0.236,-12.56,0.0304,0.84,6.32e-05,0.206,0.216,78.088,251933,4,378.0,59
We Don't Know,Beeches,22,['pop folk'],We Don't Know,0.727,0.397,-10.248,0.0259,0.406,0.00669,0.15,0.6,109.939,210136,4,12.0,36
How Bad I Wanna Live,Maya De Vitry,28,['nashville singer-songwriter'],How Bad I Wanna Live,0.647,0.273,-11.882,0.0315,0.557,0.0,0.179,0.476,138.041,173077,4,5.0,34
Innkeepers,Penny and Sparrow,54,"['acoustic pop', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",Olly Olly,0.388,0.24,-12.938,0.032,0.681,0.00149,0.101,0.357,155.85,248410,3,240.0,8
Morning,Sarah Jarosz,52,"['folk', 'indie folk', 'lilith', 'new americana', 'progressive bluegrass']",Blue Heron Suite,0.573,0.341,-11.324,0.0327,0.854,0.0436,0.107,0.334,128.989,208747,4,208.0,52
Unraveling,Frances Cone,32,['pop folk'],Unraveling,0.522,0.488,-7.764,0.0282,0.801,0.00431,0.0915,0.16,126.82,201388,4,12.0,0
Salt,Old Sea Brigade,56,"['indie anthem-folk', 'indie folk', 'new americana', 'pop folk', 'stomp and holler']",Motivational Speaking,0.524,0.545,-9.707,0.0342,0.398,0.693,0.101,0.303,85.013,242400,4,192.0,2
Heartache After Heartache,Thomas Csorba,27,['deep new americana'],Heartache After Heartache,0.595,0.456,-10.493,0.0256,0.325,0.0102,0.108,0.262,91.0,255467,1,17.0,32
The Lightning,The Ballroom Thieves,46,"['boston folk', 'deep new americana', 'folk-pop', 'indie folk', 'indiecoustica', 'new americana', 'new england americana', 'stomp and holler']",The Lightning,0.491,0.668,-8.063,0.0265,0.0489,0.137,0.178,0.591,146.046,241179,4,272.0,27
Going Where the Lonely Go,Robert Plant,57,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock', 'uk americana']",Raise The Roof (Deluxe Edition),0.503,0.205,-12.088,0.0251,0.739,0.0467,0.101,0.203,60.391,250247,4,493.0,46
Don't Tell Our Friends About Me,Blake Mills,45,"['alternative country', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'new americana', 'stomp and holler']",Heigh Ho,0.738,0.553,-8.056,0.0351,0.654,0.00195,0.106,0.66,124.882,319707,4,228.0,47
I Wish I Had,Josiah Johnson,26,['western americana'],Every Feeling On A Loop,0.503,0.401,-7.577,0.03,0.642,0.00245,0.0961,0.383,144.996,285333,4,2.0,42
cigarette holes,Peter Raffoul,34,[],cigarette holes,0.733,0.631,-6.865,0.0295,0.571,0.00187,0.109,0.519,112.935,146573,4,0.0,40
Waverly - Anjimile Version,Samia,49,"['art pop', 'bubblegrunge', 'indie pop']",Waverly (Anjimile Version),0.571,0.189,-14.284,0.0389,0.94,1.88e-06,0.202,0.285,83.909,156500,4,41.0,23
Something to Say,Lydia Luce,38,"['indie folk', 'new americana']",Dark River,0.452,0.299,-15.457,0.0328,0.816,0.016,0.112,0.196,88.903,218267,4,122.0,41
Things Happen,Dawes,50,"['alternative country', 'deep new americana', 'indie folk', 'indie rock', 'modern folk rock', 'new americana', 'pop rock', 'roots rock', 'stomp and holler']",All Your Favorite Bands,0.522,0.531,-7.78,0.0293,0.387,0.0,0.202,0.761,79.252,243320,4,358.0,51
Not a Number,Robby Hecht,30,"['indie folk', 'nashville singer-songwriter', 'new americana', 'pop folk']",Not a Number,0.465,0.206,-14.145,0.0333,0.874,0.00241,0.102,0.234,138.326,212472,4,139.0,37
Resentment (New Feelings Version),Madi Diaz,43,"['acoustic pop', 'indie folk', 'indie pop', 'new americana']",Resentment (New Feelings Version),0.574,0.433,-9.89,0.139,0.852,0.0,0.111,0.389,85.585,172520,4,170.0,44
Different Kinds of Light,Jade Bird,48,"['folk-pop', 'indie folk', 'indie pop', 'uk americana']",Different Kinds of Light,0.378,0.317,-12.699,0.0311,0.621,0.0024,0.386,0.154,113.105,185533,4,126.0,43
Take Back Thy Gift,Andrea von Kampen,42,"['deep new americana', 'indie folk', 'indiecoustica', 'new americana', 'pop folk']",That Spell,0.493,0.206,-11.222,0.0276,0.914,8.51e-05,0.111,0.347,90.981,193333,4,188.0,52
Song For Zula,Phosphorescent,50,"['alternative americana', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'stomp and holler', 'swedish americana']",Muchacho De Lujo (Deluxe Edition),0.492,0.626,-8.26,0.0349,0.729,0.533,0.0509,0.524,86.016,370200,4,215.0,0
Ashes and Leaves,Kirby Brown,24,['modern folk rock'],Ashes and Leaves,0.629,0.381,-11.747,0.0409,0.6,4.83e-05,0.15,0.457,73.989,212667,4,7.0,31
I Lied (with Allison Ponthier),Lord Huron,71,"['indie folk', 'stomp and holler']",I Lied,0.44,0.269,-10.769,0.0262,0.914,0.261,0.132,0.138,103.877,234383,3,119.0,56
Limb,Keaton Henson,49,"['ambient folk', 'british singer-songwriter', 'indie folk', 'stomp and holler']",Fragments EP,0.396,0.2,-12.911,0.0267,0.933,0.00498,0.107,0.101,135.591,206480,4,132.0,29
Should Have Known Better,Sufjan Stevens,69,"['baroque pop', 'chamber pop', 'singer-songwriter']",Carrie & Lowell,0.571,0.172,-20.7,0.0318,0.979,0.275,0.124,0.297,90.972,307698,4,69.0,1
Officer of Love,Caamp,66,"['indie folk', 'stomp and holler']",Officer of Love,0.662,0.574,-8.696,0.0261,0.298,0.00902,0.115,0.948,109.085,239805,4,119.0,60
The Solitude,Bedouine,44,"['art pop', 'chamber folk', 'chamber pop', 'folk', 'indie folk', 'indie pop']",The Solitude,0.539,0.366,-9.647,0.0298,0.547,0.000206,0.135,0.392,90.153,226259,4,174.0,0
Rise Again,Kevin Waters Group,36,[],Rise Again,0.45,0.105,-15.388,0.0355,0.977,0.38,0.106,0.184,114.51,299264,4,0.0,45
In The Wee Small Hours Of The Morning,Gerry Mulligan Sextet,39,"['bebop', 'cool jazz']",Night Lights (Expanded Edition),0.521,0.00894,-24.142,0.0414,0.974,0.371,0.108,0.171,115.007,339533,3,19.0,50
Lush Life,Tiril Brandt,29,[],Lush Life,0.496,0.134,-19.588,0.0385,0.958,0.946,0.107,0.0407,98.992,242399,4,0.0,49
A Hero Lives Another Day,Claudia Torrek,28,['background jazz'],A Hero Lives Another Day,0.424,0.138,-16.483,0.032,0.968,0.89,0.123,0.0626,81.347,186768,4,31.0,47
Rainbow Mountains,Chris Memento,36,[],Rainbow Mountains,0.409,0.166,-14.307,0.0339,0.919,0.753,0.315,0.164,108.547,290750,4,0.0,40
Hector's Plan,Norwood Macdonald Group,0,[],Hector's Plan,0.332,0.2,-17.698,0.0376,0.965,0.918,0.202,0.119,63.369,144375,4,0.0,0
Seymour Reads the Constitution,Brad Mehldau Trio,40,"['contemporary jazz', 'jazz', 'jazz fusion', 'jazz trio', 'modern jazz trio']",Seymour Reads the Constitution!,0.586,0.284,-15.468,0.0363,0.76,0.783,0.102,0.391,93.365,483280,3,30.0,46
Closing Doors,Jazmina Tozer Three,26,[],Closing Doors,0.334,0.175,-17.782,0.0355,0.96,0.924,0.0977,0.0891,84.616,180548,3,0.0,45
Close Enough For Love,The Boston Four,36,[],Close Enough For Love,0.487,0.187,-15.774,0.0369,0.948,0.859,0.162,0.155,114.931,205079,4,0.0,0
I´m Getting Sentimental Over You,The Collective,39,['background jazz'],A Ghost Of A Chance,0.422,0.101,-17.722,0.0452,0.985,0.872,0.156,0.183,112.219,162573,4,31.0,52
Foggy Sunday,Bladverk Band,43,['background jazz'],Foggy Sunday,0.43,0.0934,-11.827,0.0311,0.956,0.774,0.14,0.166,49.928,227159,4,31.0,40
You're Good to Me,Three Four Trio,43,[],The End is the Beginning,0.387,0.0465,-20.573,0.0369,0.964,0.861,0.108,0.0554,83.73,194245,4,0.0,54
Nothing Lasts Forever,Danny Ryan Jazz Band,43,[],"Honey, You Are My Everything",0.454,0.167,-19.684,0.0299,0.958,0.777,0.0962,0.112,95.812,282640,4,0.0,52
Danny´s Dream,Eddie Harper,37,['background jazz'],If You Could See Me Now,0.283,0.086,-17.989,0.0461,0.972,0.443,0.19,0.26,203.925,214092,1,31.0,46
Autumn Serenade,Tim Franks Trio,40,[],Autumn Serenade,0.447,0.113,-20.352,0.0401,0.965,0.925,0.1,0.178,114.85,236327,4,0.0,56
Ballad Of The Sad Young Men - Live,Keith Jarrett Trio,41,"['contemporary jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz trio']",Tribute,0.333,0.115,-27.905,0.0473,0.838,0.382,0.673,0.124,139.496,422200,4,33.0,42
Sometimes,Maurice Font,42,['background jazz'],Sometimes,0.294,0.112,-22.33,0.0464,0.835,0.935,0.12,0.0721,179.82,183750,3,31.0,56
Light Wave,Piper Williamson,0,[],Light Wave,0.341,0.0429,-23.737,0.0371,0.924,0.81,0.0835,0.0748,103.288,225562,4,0.0,0
I Can't Get Started - Instrumental,Cannonball Adderley,55,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz blues', 'vocal jazz']",Nancy Wilson/Cannonball Adderley,0.393,0.147,-13.093,0.0418,0.869,0.0411,0.0938,0.205,175.541,297533,3,54.0,44
Compassion,Jenny Jones,39,[],Compassion,0.472,0.0993,-17.907,0.0432,0.982,0.62,0.143,0.165,112.93,251443,4,0.0,51
In This Wonderful World,Rainy Days Trio,41,[],In This Wonderful World,0.264,0.169,-18.472,0.038,0.952,0.53,0.165,0.0799,180.973,244402,3,0.0,41
Eternity,Greydon Park Band,38,['background jazz'],Eternity,0.521,0.0568,-18.52,0.0313,0.952,0.229,0.104,0.0685,80.391,218141,4,31.0,52
the point above,Brandon's Three,44,['background jazz'],the point above,0.45,0.0767,-22.482,0.0378,0.869,0.747,0.0853,0.167,100.427,168616,4,31.0,54
Blueberry Street,Danny Ryan Jazz Band,43,[],Blueberry Street,0.311,0.129,-19.6,0.0317,0.964,0.371,0.126,0.0523,92.552,255734,4,0.0,39
Lost in Orbit,Dan Evans-Parker,36,[],Lost in Orbit,0.28,0.0656,-21.513,0.0325,0.552,0.54,0.115,0.148,88.03,153785,4,0.0,54
You Don't Know What Love Is,The Sweetgreens,44,['background jazz'],You Don't Know What Love Is,0.581,0.0509,-25.046,0.0377,0.854,0.892,0.124,0.269,118.494,150123,4,31.0,51
Samantha,Sarah Troedsson,34,[],Samantha,0.418,0.156,-17.554,0.0342,0.952,0.928,0.141,0.0893,102.31,251792,4,0.0,0
Abisko,Norberg,32,['background jazz'],Abisko,0.547,0.0608,-19.962,0.0317,0.883,0.552,0.0952,0.132,105.068,168190,4,31.0,47
I Remember Clifford,Benny Golson,42,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz saxophone', 'stride', 'vocal jazz']",Benny Golson And The Philadelphians,0.304,0.124,-18.748,0.0438,0.351,0.0,0.157,0.124,181.665,182427,3,60.0,51
Älvan,Robert Elovsson,41,['background jazz'],Älvan,0.326,0.0882,-25.202,0.058,0.991,0.922,0.107,0.229,205.083,202375,3,31.0,46
Monk's Mood,The Holly Molly Trio,26,[],Monk's Mood,0.451,0.138,-16.646,0.0338,0.94,0.933,0.1,0.0558,99.127,240449,4,0.0,44
Lover For The Day,Mr. Right Time,38,[],Lover For The Day,0.323,0.135,-17.884,0.0359,0.96,0.895,0.244,0.0748,82.465,211786,4,0.0,41
Blue in Green,Hudson Harris & Haim,42,['background jazz'],Blue in Green,0.557,0.0593,-23.714,0.0383,0.827,0.772,0.108,0.15,117.939,229885,4,31.0,53
Moment To Moment,Theo Rollins,37,[],Moment To Moment,0.479,0.12,-20.076,0.0437,0.965,0.913,0.11,0.142,103.572,177147,4,0.0,52
Alone at Night,Danny Walgreen,39,[],Alone at Night,0.531,0.148,-21.015,0.0327,0.752,0.747,0.125,0.0589,95.778,179768,3,0.0,44
Yesterday,Tommies Trio,18,[],Yesterday,0.472,0.133,-20.789,0.0376,0.889,0.931,0.108,0.135,107.868,227279,4,0.0,37
desire strongly,Brandon's Three,44,['background jazz'],desire strongly,0.465,0.0485,-23.546,0.0401,0.962,0.942,0.103,0.154,97.369,179800,4,31.0,52
Comme Il Faut,Lia Riggs Trio,41,['background jazz'],Comme il faut,0.41,0.275,-16.246,0.0351,0.888,0.515,0.113,0.153,107.619,222509,3,31.0,45
When All Was Said and Done,Sally's Trio,37,[],When All Was Said and Done,0.267,0.113,-21.599,0.0331,0.959,0.197,0.126,0.074,84.64,275719,4,0.0,52
Let's Not,Danny Ryan Jazz Band,43,[],Blueberry Street,0.392,0.0946,-18.784,0.0285,0.953,0.702,0.107,0.087,92.183,265317,4,0.0,41
Sleep Paralysis,The City of Birches,39,['background jazz'],Sleep Paralysis,0.483,0.106,-14.615,0.0425,0.978,0.296,0.209,0.252,112.145,262977,4,31.0,51
Close Your Eyes,Saginaw Society,36,[],Close Your Eyes,0.538,0.166,-17.592,0.0402,0.978,0.852,0.127,0.201,105.436,226886,4,0.0,54
Counting Stars,Rainy Days Trio,41,[],Lonesome Road,0.497,0.118,-16.891,0.0309,0.927,0.0547,0.114,0.148,94.476,254676,4,0.0,55
Change of Heart,Turtleneck Trio,33,['background jazz'],Change of Heart,0.3,0.125,-20.38,0.03,0.97,0.439,0.146,0.0894,84.856,291840,4,31.0,53
Searching,Geeder,40,['background jazz'],Searching,0.436,0.174,-13.01,0.0411,0.959,0.475,0.222,0.171,86.676,208607,3,31.0,42
Don't Love Me,Coleman Hawkins Quartet,36,['jazz quartet'],Today And Now,0.42,0.116,-18.078,0.0419,0.943,0.0801,0.124,0.142,120.071,279013,4,3.0,49
I Thought About You,Gaige Myers,34,[],I Thought About You,0.459,0.175,-16.85,0.0381,0.94,0.935,0.117,0.0731,114.052,278529,4,0.0,53
Lake Natron,Andy Miller Group,38,['background jazz'],Lake Natron,0.441,0.135,-17.223,0.0363,0.895,0.937,0.105,0.223,111.704,224525,4,31.0,43
Someone to Watch Over Me,Ben Webster,49,"['bebop', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",See You At The Fair,0.555,0.0456,-21.914,0.05,0.983,0.362,0.086,0.357,93.526,270267,3,49.0,41
Monkish,Joseph Drilbit,10,[],Monkish,0.528,0.191,-16.349,0.0363,0.965,0.953,0.103,0.0888,102.711,227890,4,0.0,27
Nightfall,Charlie Haden,45,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz double bass', 'jazz fusion']",Nocturne,0.431,0.146,-21.72,0.0389,0.94,0.865,0.113,0.0699,108.229,396120,4,39.0,41
I Should Care,Hank Mobley,46,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",Music For Lovers,0.615,0.141,-12.893,0.0402,0.967,0.0719,0.179,0.256,105.628,462773,4,47.0,43
Under the same roof,Krista Lake Band,35,[],Old Habits,0.399,0.0648,-22.132,0.0362,0.972,0.757,0.11,0.0392,91.306,238426,4,0.0,54
Misty November,Kevin Waters Group,36,[],Misty November,0.444,0.108,-16.79,0.0339,0.981,0.92,0.105,0.237,47.453,192519,4,0.0,38
Minor Steps,Lee Davis,32,[],Minor Steps,0.361,0.0892,-19.531,0.0326,0.966,0.967,0.147,0.113,107.333,241750,4,0.0,38
Black Monday,Hamilton Jones Trio,30,[],Black Monday,0.448,0.17,-17.722,0.043,0.962,0.899,0.11,0.161,117.394,205543,4,0.0,49
Alone And I - Remastered 2007,Herbie Hancock,55,"['contemporary post-bop', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'uk contemporary jazz']",Takin' Off (Expanded Edition),0.409,0.0681,-17.935,0.0334,0.98,0.948,0.0971,0.0577,101.784,389773,4,36.0,45
Whatever Possessed Me,More than Jazz,33,[],Whatever Possessed Me,0.369,0.143,-14.486,0.0392,0.967,0.00897,0.101,0.229,176.892,229676,3,0.0,51
Say It (Over And Over Again),John Coltrane Quartet,46,"['bebop', 'free jazz', 'hard bop', 'jazz', 'jazz quartet', 'jazz saxophone']",Ballads (Deluxe Edition - Rudy Van Gelder Remaster),0.488,0.124,-13.038,0.0404,0.963,0.333,0.246,0.205,66.105,255960,4,49.0,55
A Time for Love,Peter Rostov Trio,24,['background jazz'],A Portrait of Jennie,0.366,0.0819,-18.675,0.0437,0.955,0.888,0.0816,0.121,49.112,228473,4,31.0,42
Silhouette,Carlton Maison Quartet,42,['background jazz'],I´m Glad There Is You,0.516,0.144,-14.12,0.042,0.983,0.32,0.149,0.336,109.544,231774,4,31.0,42
Somewhat Melancholy,The Greenview,19,[],One Day I Wrote Her Name,0.549,0.12,-20.021,0.0333,0.991,0.877,0.11,0.126,99.581,197776,4,0.0,38
Where Or When,Nelly Vernon,37,[],Where Or When,0.347,0.0822,-19.329,0.0334,0.982,0.962,0.11,0.251,98.0,203483,4,0.0,50
Longing,Basinettes,23,[],Longing,0.535,0.0689,-21.391,0.038,0.869,0.0292,0.0766,0.211,123.288,196784,4,0.0,38
All To Soon,Long Island Quartet,40,['background jazz'],All To Soon,0.422,0.188,-13.013,0.0553,0.966,0.000424,0.187,0.329,182.092,253641,3,31.0,50
"Ruby, My Dear",The Sweetgreens,44,['background jazz'],"Ruby, My Dear",0.371,0.165,-19.273,0.0363,0.916,0.937,0.22,0.0816,95.691,168880,4,31.0,52
You Confuse Me,Jeff Laine & Co,26,[],You Confuse Me,0.352,0.0754,-15.685,0.0345,0.932,0.0288,0.11,0.0789,103.117,191527,4,0.0,43
Turn Out the Stars,Tyrone Coates & Friends,32,[],Turn Out the Stars,0.48,0.0663,-19.529,0.045,0.945,0.92,0.124,0.0772,96.096,203671,4,0.0,48
Ascent,Art Hirahara,45,[],Balance Point,0.465,0.0604,-23.367,0.042,0.945,0.893,0.108,0.0394,101.23,250869,4,0.0,57
Årstaviken,Bergsundet,33,[],Årstaviken,0.423,0.071,-20.012,0.0397,0.947,0.672,0.102,0.1,94.975,219776,3,0.0,52
Misty,Bob Brookmeyer,42,"['bebop', 'cool jazz', 'jazz trombone']",Bob Brookmeyer & Friends,0.377,0.0839,-17.9,0.0356,0.985,0.21,0.104,0.15,54.348,317933,4,21.0,42
Landing,Red Brick Lane,32,[],Landing,0.292,0.0382,-17.212,0.0378,0.927,0.915,0.101,0.167,53.081,181390,4,0.0,50
Midnight midtown,Nordic Swing,31,['background jazz'],Midnight midtown,0.484,0.217,-12.61,0.0345,0.944,0.304,0.104,0.161,92.299,273616,4,31.0,50
Moonbow,Willowdale,32,[],Moonbow,0.273,0.124,-19.123,0.0365,0.914,0.723,0.105,0.116,73.391,232500,3,0.0,42
Spring Is Here,Eddie Harper,37,['background jazz'],Spring Is Here,0.494,0.153,-11.957,0.0383,0.984,0.00427,0.11,0.321,145.644,195582,3,31.0,48
Never Let Me Go,Alexander Martin Jazz Trio,24,[],Lil' Darlin',0.436,0.157,-17.516,0.0346,0.924,0.753,0.381,0.185,84.389,258920,4,0.0,43
Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,Stanley Turrentine,42,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",Look Out! (Remastered),0.505,0.159,-11.235,0.0336,0.946,0.0127,0.212,0.196,59.385,295200,4,47.0,51
Yet another dream,Tom Bates,29,[],Just a fool,0.444,0.0677,-18.834,0.0336,0.947,0.765,0.134,0.127,109.982,286250,4,0.0,47
Alone Together - Rudy Van Gelder Remaster 2006,Kenny Dorham,42,"['bebop', 'free jazz', 'hard bop', 'jazz', 'jazz trumpet', 'stride']",Quiet Kenny,0.336,0.0619,-20.494,0.0363,0.985,0.891,0.11,0.197,60.705,190400,4,50.0,52
I'm Through With Love,George Kuntz Four,18,[],I'm Through With Love,0.313,0.0918,-17.976,0.0385,0.988,0.825,0.116,0.269,77.092,356033,3,0.0,37
I'm A Fool To Want,Art Farmer,40,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trumpet', 'stride']",Art,0.411,0.0235,-21.177,0.0467,0.993,0.905,0.208,0.455,61.7,333493,4,58.0,41
You Keep Coming Back Like A Song,Red Garland,50,"['bebop', 'hard bop', 'jazz', 'jazz piano', 'stride']",Red Garland Revisited!,0.621,0.0464,-21.093,0.0452,0.936,0.892,0.0885,0.105,62.767,335533,4,48.0,41
Cry Me a River,Dexter Gordon All Stars,14,[],Dexter Blows Hot & Cool,0.451,0.2,-11.563,0.0383,0.825,0.298,0.105,0.331,59.405,222763,4,0.0,31
Late Lament,Tim Franks Trio,40,[],Late Lament,0.348,0.168,-19.254,0.0353,0.985,0.917,0.0854,0.149,82.508,320859,3,0.0,52
Désespérés,Vernon Sanders,34,['background jazz'],Désespérés,0.344,0.0562,-20.749,0.0323,0.987,0.838,0.135,0.172,88.171,221625,4,31.0,43
Neighbours,Yorkville,39,[],In The Days Of Our Love,0.492,0.178,-13.928,0.0463,0.98,0.532,0.106,0.295,100.055,186436,4,0.0,49
Reaching,The Midnight Quartet,28,['background jazz'],Reaching,0.519,0.134,-16.085,0.0356,0.955,0.887,0.126,0.154,78.515,202552,4,31.0,47
Blue Romance,Chris Memento,36,[],Blue Romance,0.278,0.0589,-20.456,0.033,0.909,0.00899,0.348,0.189,78.101,242000,3,0.0,41
October 22nd,Vendla,45,['background jazz'],Autumn Diaries,0.46,0.235,-12.202,0.032,0.941,0.602,0.128,0.201,109.048,226438,4,31.0,49
For Heavens Sake,Kevin Waters Group,36,[],For Heavens Sake,0.492,0.179,-15.751,0.0387,0.948,0.89,0.109,0.135,111.479,291271,4,0.0,43
Time Remembered,Sarah Troedsson,34,[],Time Remembered,0.394,0.181,-20.645,0.0322,0.963,0.921,0.11,0.0536,107.234,184878,4,0.0,53
Beautiful Love,Lenox Livingroom Sessions,26,['background jazz'],VOL.1,0.536,0.0408,-16.92,0.0494,0.985,0.0388,0.0908,0.198,107.782,156500,4,31.0,44
Gone With The Wind,Johnny Hodges & His Orchestra,35,"['big band', ""man's orchestra"", 'stride', 'swing']",Blues-A-Plenty,0.357,0.0755,-18.022,0.0404,0.966,0.0333,0.22,0.269,183.121,198680,3,15.0,37
Lady Sings the Blues,The Capital Club Trio,26,['background jazz'],Beyond the Sea,0.417,0.191,-18.255,0.0333,0.885,0.556,0.121,0.0393,118.372,270377,4,31.0,40
Lament,Andreas Gidlund,42,['swedish jazz'],Imagination,0.454,0.192,-13.349,0.0421,0.964,0.845,0.106,0.278,77.195,170068,4,2.0,36
In the Days of our Love,Newington Green,38,['background jazz'],In the Days of our Love,0.522,0.0696,-20.816,0.0419,0.974,0.907,0.111,0.132,106.006,220019,4,31.0,52
When I Fall In Love,Bill Evans,59,"['bebop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano']",Portrait In Jazz [Keepnews Collection],0.412,0.0163,-22.851,0.0461,0.977,0.73,0.0793,0.149,161.772,297387,3,44.0,44
Riverside,Charlie James-Walker,35,[],Riverside,0.426,0.166,-12.995,0.0275,0.956,0.0568,0.265,0.0988,92.342,238416,4,0.0,50
Heyoke,Carlton Maison Quartet,42,['background jazz'],Heyoke,0.466,0.157,-14.009,0.0387,0.973,0.015,0.111,0.124,80.08,249368,4,31.0,49
Levels,Sidhu Moose Wala,80,"['desi hip hop', 'desi pop', 'pakistani hip hop', 'punjabi hip hop']",Levels,0.592,0.728,-6.098,0.311,0.00148,0.0,0.379,0.577,113.17,228706,5,399.0,78
Ain't Died In Vain,Prem Dhillon,61,"['desi hip hop', 'desi pop', 'punjabi pop']",Ain't Died In Vain,0.671,0.735,-4.171,0.281,0.0848,0.0,0.0842,0.831,165.917,170602,4,471.0,63
Roll Deep,Tegi Pannu,60,"['desi pop', 'punjabi pop']",Roll Deep,0.753,0.687,-6.375,0.149,0.52,2.32e-06,0.0663,0.754,90.621,182379,4,420.0,67
Lover (from Lover),Sachet Tandon,0,[],Lover (from Lover),0.562,0.52,-6.812,0.0351,0.456,0.0,0.14,0.27,84.038,250601,4,0.0,6
Canada Gedi,Kaka,55,['desi pop'],Canada Gedi,0.764,0.655,-7.6,0.131,0.14,0.0,0.0935,0.504,170.002,239593,4,324.0,51
Meri Maa - A Tribute To Legend Sidhu Moosewala,R Nait,54,"['desi pop', 'haryanvi pop', 'punjabi pop']",Meri Maa - A Tribute To Legend Sidhu Moosewala,0.671,0.71,-8.104,0.155,0.795,0.0,0.0971,0.677,155.66,182174,4,427.0,54
Battiyan,Arjun,26,[],Battiyan,0.607,0.511,-8.288,0.0496,0.17,0.0,0.0917,0.359,141.688,192687,4,0.0,43
Kamm Koi Na,The Landers,57,"['desi hip hop', 'desi pop', 'punjabi pop']",Kamm Koi Na,0.688,0.841,-3.885,0.277,0.242,1.02e-06,0.134,0.748,183.539,177391,4,471.0,62
Whip,Rav Aulakh,41,"['punjabi hip hop', 'punjabi pop']",Whip,0.523,0.692,-4.542,0.291,0.41,0.0,0.24,0.544,88.386,182430,4,112.0,21
