track_name,artist_name,artist_pop,artist_genres,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre_score,track_pop
See Me in Shadow,Delain,45,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'melodic metal', 'power metal', 'slayer', 'symphonic metal']",Lucidity,0.476,0.523,-6.096,0.0286,0.149,0.000925,0.14,0.109,115.134,281367,4,265.0,36
Follow Your Heart,Scorpions,71,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']",Follow Your Heart,0.353,0.656,-5.712,0.0319,0.0431,0.000161,0.139,0.195,153.747,245627,4,312.0,54
Brothers - Remastered,Subztain,14,[],Brothers (Remastered),0.446,0.838,-5.917,0.0412,0.2,0.0,0.269,0.314,82.502,242771,4,0.0,0
St. Marie,Stone Sour,63,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']",Hydrograd,0.537,0.415,-7.996,0.0263,0.174,0.0,0.386,0.421,139.964,267400,4,154.0,45
Hollow Years,Dream Theater,59,"['neo classical metal', 'progressive metal']",Falling into Infinity,0.517,0.559,-7.291,0.027,0.0523,2.09e-06,0.308,0.172,76.648,353867,4,79.0,43
Scarlet Rose,Edguy,48,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']",Vain Glory Opera,0.439,0.454,-7.401,0.0308,0.0644,8.57e-05,0.301,0.185,131.397,311600,4,412.0,45
Tallulah,Sonata Arctica,52,"['finnish power metal', 'lapland metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']",Silence,0.508,0.613,-4.788,0.0283,0.352,1.1e-05,0.155,0.23,139.701,320467,4,369.0,52
Blind Faith,Warrant,55,"['album rock', 'glam metal', 'hard rock', 'rock']",Cherry Pie (Expanded Edition),0.441,0.616,-6.69,0.0387,0.186,0.0,0.145,0.294,140.853,212933,4,251.0,44
To Be Alive,Def Leppard,68,"['album rock', 'hard rock', 'nwobhm', 'rock']",Euphoria,0.437,0.624,-8.353,0.0353,0.0675,0.0,0.159,0.198,148.398,232698,4,223.0,0
Tomorrow,Europe,63,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock', 'swedish melodic rock']",Out Of This World,0.527,0.306,-12.63,0.0263,0.55,0.0,0.322,0.1,105.617,184107,3,264.0,48
Another Day,Dream Theater,59,"['neo classical metal', 'progressive metal']",Images and Words,0.454,0.614,-10.41,0.0302,0.00223,1.16e-05,0.0936,0.343,140.56,263120,4,79.0,54
The Magic of the Wizard's Dream (English Version),Rhapsody Of Fire,43,"['italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",The Magic of the Wizard's Dream - EP (feat. Christopher Lee),0.417,0.511,-6.144,0.028,0.543,0.000369,0.0984,0.168,73.996,222333,4,298.0,44
Princess of the Night,At Vance,40,"['german metal', 'german power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",Heart of Steel,0.378,0.572,-4.692,0.0331,0.00893,0.0,0.0831,0.175,119.919,383933,4,332.0,40
Farewell,Avantasia,52,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'opera metal', 'power metal', 'symphonic metal']",The Metal Opera Pt. I,0.457,0.645,-5.97,0.0267,0.00388,0.0,0.185,0.148,98.679,392400,3,398.0,0
Wash Away the Poison,Edguy,48,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']",Mandrake,0.429,0.725,-5.018,0.0312,0.0196,0.0,0.115,0.155,74.086,280040,4,412.0,37
Givin' Yourself Away,Ratt,55,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",Detonator,0.594,0.752,-10.661,0.0263,0.00847,0.00161,0.0578,0.736,101.582,326000,4,308.0,52
We Are One,KISS,72,"['album rock', 'glam rock', 'hard rock', 'metal', 'rock']",Psycho Circus,0.507,0.873,-4.683,0.0432,0.00561,1.27e-06,0.268,0.362,89.137,281373,4,288.0,22
Divine,Devin Townsend Project,44,"['avant-garde metal', 'canadian metal', 'djent', 'progressive metal', 'vancouver metal']",Epicloud,0.619,0.144,-19.82,0.0323,0.847,0.0486,0.179,0.104,117.948,197320,4,32.0,29
Believe,Savatage,43,"['album rock', 'hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'us power metal']",Streets - A Rock Opera (2011 Edition),0.272,0.508,-9.564,0.0409,0.0355,0.000894,0.0855,0.118,62.473,342427,4,332.0,41
Wither,Dream Theater,59,"['neo classical metal', 'progressive metal']",Black Clouds & Silver Linings (Special Edition),0.546,0.738,-5.264,0.0288,0.00528,1.34e-06,0.12,0.192,115.987,325960,4,79.0,42
All on the Line (Acoustic Version),Adrenaline Mob,36,"['modern hard rock', 'nyc metal', 'progressive metal']",Dearly Departed,0.534,0.472,-5.587,0.0267,0.646,0.0,0.146,0.385,145.983,305867,4,27.0,40
Never Say Goodbye,Bon Jovi,76,"['glam metal', 'rock']",Slippery When Wet,0.326,0.797,-2.359,0.0334,0.0522,0.0,0.081,0.271,135.937,288933,4,144.0,65
Patience,Guns N' Roses,77,"['glam metal', 'hard rock', 'rock']",G N' R Lies,0.457,0.266,-14.465,0.0313,0.711,0.000261,0.124,0.372,120.459,354400,4,199.0,64
Rivers,Epica,55,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",Rivers,0.468,0.301,-10.897,0.0283,0.594,0.00101,0.163,0.0979,83.894,288016,4,180.0,0
Better Off This Way,Bad Wolves,60,"['alternative metal', 'metal']",N.A.T.I.O.N.,0.491,0.754,-6.998,0.0395,0.00381,0.0,0.112,0.169,123.096,202062,4,77.0,45
Where the Wild Wolves Have Gone,Powerwolf,61,"['german metal', 'german power metal', 'metal', 'power metal']",The Sacrament of Sin,0.442,0.689,-5.118,0.0336,0.0243,0.00106,0.108,0.233,135.873,253760,4,201.0,42
Losing You,Dream Evil,43,"['melodic metal', 'metal', 'neo classical metal', 'power metal', 'swedish heavy metal', 'swedish power metal']",Dragonslayer,0.348,0.576,-5.96,0.0305,0.00895,0.000167,0.12,0.155,163.974,356800,4,300.0,39
Vacant,Dream Theater,59,"['neo classical metal', 'progressive metal']",Train of Thought,0.15,0.188,-15.147,0.034,0.396,0.0556,0.109,0.0521,173.914,177373,3,79.0,36
Forever and One (Neverland),Helloween,57,"['german metal', 'german power metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'rock', 'speed metal']",The Time of the Oath,0.176,0.726,-7.074,0.0537,0.0575,3.01e-06,0.148,0.374,185.66,234533,3,523.0,54
So Lonely,LOUDNESS,36,"['glam metal', 'hard rock', 'j-metal', 'japanese heavy metal', 'metal', 'neo classical metal']",Hurricane Eyes,0.401,0.53,-13.369,0.0281,0.000218,0.000299,0.115,0.511,170.938,281187,4,205.0,35
Faraway,Apocalyptica,59,"['alternative metal', 'bow pop', 'cello', 'finnish metal', 'nu metal', 'symphonic metal']",Reflections,0.0764,0.443,-9.509,0.0405,0.101,0.829,0.106,0.0649,71.203,313373,4,94.0,35
When the Children Cry,White Lion,52,"['album rock', 'glam metal', 'hard rock']",Pride,0.493,0.242,-13.593,0.0291,0.68,0.0,0.071,0.345,130.258,258600,4,140.0,61
Miles Away,Winger,46,"['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']",In The Heart Of The Young,0.363,0.528,-10.08,0.0305,0.0661,0.0,0.334,0.317,182.21,252867,4,253.0,54
Time for Deliverance,Gamma Ray,41,"['german metal', 'german power metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'speed metal']",Time for Deliverance,0.218,0.71,-3.688,0.0384,0.15,3.52e-05,0.106,0.108,184.999,310179,3,406.0,32
Always All Be,HammerFall,56,"['gothenburg metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'swedish power metal', 'symphonic metal']",Renegade,0.502,0.43,-9.228,0.0274,0.16,0.0,0.101,0.287,133.887,289620,4,351.0,0
I Remember You,Skid Row,60,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",Rhino Hi-Five: Skid Row,0.477,0.704,-6.425,0.0273,0.000962,7.25e-05,0.194,0.48,88.218,314027,4,308.0,0
Master of the Wind,Manowar,53,"['comic metal', 'hard rock', 'metal', 'power metal', 'rock', 'us power metal']",The Triumph of Steel,0.336,0.121,-19.282,0.0341,0.391,0.0,0.0672,0.0395,119.376,326933,4,316.0,46
Scarborough Fair,Leaves' Eyes,39,"['celtic metal', 'german metal', 'gothic metal', 'gothic symphonic metal', 'melodic metal', 'norwegian metal', 'power metal', 'slayer', 'symphonic metal', 'symphonic power metal']",Njord,0.364,0.82,-3.306,0.0376,0.00517,0.006,0.0788,0.237,122.082,244253,3,320.0,30
In Memory,Primal Fear,41,"['german metal', 'german power metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'neo-trad metal', 'power metal', 'speed metal']",Seven Seals,0.202,0.64,-5.873,0.0339,0.0037,0.003,0.238,0.185,167.944,307173,4,415.0,40
Darkness,Disturbed,71,"['alternative metal', 'nu metal', 'rap metal']",Believe,0.311,0.283,-13.229,0.0306,0.723,0.0483,0.12,0.0697,172.029,236600,3,41.0,41
Wait,White Lion,52,"['album rock', 'glam metal', 'hard rock']",When The Children Cry - Greatest Hits,0.204,0.794,-7.586,0.0618,0.00122,0.0,0.148,0.205,149.346,295427,4,140.0,45
Love Song,Tesla,53,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock', 'sacramento indie']",The Great Radio Controversy,0.354,0.318,-9.974,0.034,0.343,0.0389,0.113,0.281,81.856,323360,4,318.0,0
A Little Bit Off,Five Finger Death Punch,73,"['alternative metal', 'groove metal', 'nu metal']",F8,0.664,0.828,-6.053,0.0404,0.00839,0.0,0.294,0.82,103.985,190718,4,39.0,71
Only My Heart Talkin',Alice Cooper,63,"['album rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",Trash,0.24,0.91,-5.78,0.0817,0.0461,0.0,0.272,0.192,144.518,286493,4,393.0,45
Solitary Ground,Epica,55,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",Consign to Oblivion (Expanded Edition),0.481,0.394,-10.841,0.0302,0.08,0.0122,0.163,0.0861,108.064,264133,3,180.0,0
Heartbreak Station,Cinderella,57,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",Heartbreak Station,0.597,0.51,-9.5,0.0283,0.326,0.0539,0.0554,0.288,114.729,268840,4,308.0,55
Last Drop Falls,Sonata Arctica,52,"['finnish power metal', 'lapland metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']",Silence,0.444,0.645,-4.039,0.0312,0.00421,0.0,0.111,0.15,127.853,313533,4,369.0,48
Broken Home,White Lion,52,"['album rock', 'glam metal', 'hard rock']",Big Game,0.546,0.659,-10.199,0.0349,0.0999,1.32e-05,0.0872,0.23,120.17,299253,4,140.0,37
Glory to the brave,HammerFall,56,"['gothenburg metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'swedish power metal', 'symphonic metal']",Glory To The Brave,0.469,0.65,-9.22,0.0344,0.045,0.00111,0.231,0.221,123.928,440240,4,351.0,0
Knockin' On Heaven's Door,Guns N' Roses,77,"['glam metal', 'hard rock', 'rock']",Use Your Illusion II,0.496,0.739,-7.193,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000,4,199.0,78
Rebirth,ANGRA,50,"['brazilian metal', 'brazilian power metal', 'brazilian progressive metal', 'latin metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'progressive power metal', 'speed metal', 'symphonic metal']",Rebirth,0.292,0.861,-6.333,0.0543,0.00628,0.00194,0.14,0.151,147.662,317573,4,294.0,51
Phoenix Rising,Annihilator,43,"['canadian metal', 'death metal', 'hard rock', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'speed metal', 'technical groove metal', 'thrash metal']",Set The World On Fire,0.598,0.76,-5.822,0.0295,0.0107,1.07e-05,0.343,0.164,120.488,228547,4,283.0,46
I Never Cry,Alice Cooper,63,"['album rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",Alice Cooper Goes to Hell,0.553,0.284,-15.602,0.0317,0.45,3.48e-06,0.114,0.374,136.112,224600,4,393.0,48
Replica,Sonata Arctica,52,"['finnish power metal', 'lapland metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']",Ecliptica (2008 Edition),0.212,0.81,-4.506,0.0363,0.000567,0.0,0.233,0.202,81.903,294986,4,369.0,0
Welcome To The Circus,Five Finger Death Punch,73,"['alternative metal', 'groove metal', 'nu metal']",Welcome To The Circus,0.489,0.987,-4.57,0.0806,7.62e-05,0.0,0.788,0.297,139.982,256742,4,39.0,67
Sunset over the Empire,Arch Enemy,57,"['alternative metal', 'death metal', 'melodic death metal', 'metal', 'nu metal', 'power metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']",Sunset over the Empire,0.39,0.942,-7.743,0.0806,7.71e-06,0.102,0.14,0.17,90.216,243080,4,191.0,60
Into the Black,Lords of Black,35,"['melodic metal', 'symphonic power metal']",Into the Black,0.418,0.929,-4.122,0.0539,0.000131,0.00134,0.245,0.546,170.037,238018,4,112.0,52
I'll Be Your Hero - Single Edit,Rhapsody Of Fire,43,"['italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",I'll Be Your Hero,0.461,0.971,-1.731,0.0742,0.00243,1.14e-06,0.3,0.26,88.014,252000,4,298.0,43
CHØKE ØN THE ASHES ØF YØUR HATE,Machine Head,58,"['alternative metal', 'groove metal', 'hard rock', 'industrial metal', 'melodic groove metal', 'melodic metalcore', 'metal', 'metalcore', 'nu metal', 'progressive groove metal', 'rap rock', 'rock']",CHØKE ØN THE ASHES ØF YØUR HATE,0.511,0.992,-3.372,0.133,0.000186,0.00104,0.39,0.327,124.941,246405,4,278.0,58
Midnight Sun,Kreator,53,"['death metal', 'german metal', 'german thrash metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'power metal', 'speed metal', 'thrash metal']",Midnight Sun,0.368,0.989,-4.764,0.112,4e-06,0.391,0.976,0.0755,110.241,218406,4,257.0,54
Gods of War,Dragony,32,"['austrian metal', 'melodic metal', 'melodic power metal', 'power metal', 'symphonic power metal']",Gods of War,0.444,0.982,-3.269,0.0945,0.000114,0.0,0.35,0.257,139.98,216160,4,204.0,0
Saturday Night (Hallelujah),Eclipse,47,['swedish melodic rock'],Saturday Night (Hallelujah),0.596,0.951,-6.398,0.0545,0.00155,0.0,0.0353,0.649,129.967,196550,4,8.0,41
Venerate Me,HammerFall,56,"['gothenburg metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'swedish power metal', 'symphonic metal']",Venerate Me,0.3,0.932,-7.188,0.0678,0.000126,0.00481,0.273,0.276,104.922,283339,3,351.0,52
Chains of Fury,Manimal,36,"['melodic metal', 'neo-trad metal', 'symphonic power metal']",Chains of Fury,0.459,0.845,-5.581,0.0287,6.72e-06,0.489,0.498,0.572,88.002,246480,4,121.0,50
Magic Signs,Rhapsody Of Fire,43,"['italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",Magic Signs,0.426,0.584,-4.552,0.0351,0.00518,0.0,0.378,0.149,120.005,292467,4,298.0,34
Slaughterhouse (feat. Bryan Garris Of Knocked Loose),Motionless In White,68,"['alternative metal', 'metalcore']",Slaughterhouse (feat. Bryan Garris Of Knocked Loose),0.304,0.987,-2.578,0.193,6.13e-05,0.000162,0.371,0.153,149.992,263948,4,23.0,65
Separate Ways,Eva Under Fire,46,"['pixie', 'slayer']",Blow EP,0.401,0.979,-1.928,0.0822,0.00056,0.0,0.153,0.245,139.03,300699,4,14.0,53
Not the End of the Road,Kissin' Dynamite,43,"['new wave of glam metal', 'nightrun', 'power metal']",Not the End of the Road,0.396,0.924,-6.801,0.043,0.000221,0.0,0.108,0.437,167.013,239533,4,94.0,34
Guiding Light,Veonity,27,"['melodic metal', 'power metal', 'sci-fi metal', 'symphonic metal', 'symphonic power metal']",Guiding Light,0.404,0.98,-3.561,0.0737,0.00172,0.0,0.125,0.545,164.998,360467,4,249.0,30
Sainted by the Storm,Powerwolf,61,"['german metal', 'german power metal', 'metal', 'power metal']",Sainted by the Storm,0.499,0.961,-7.15,0.0537,0.000231,3.71e-06,0.259,0.541,106.034,224667,4,201.0,56
Far from the Sanctuary,Metalite,42,"['melodic metal', 'slayer', 'symphonic power metal']",Far from the Sanctuary,0.461,0.94,-6.494,0.116,3.55e-05,0.0223,0.0992,0.337,95.001,257187,4,123.0,37
Spirit of Daedalus,Freedom Call,42,"['german metal', 'german power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",Spirit of Daedalus,0.41,0.921,-2.984,0.0994,3.43e-05,0.0814,0.0345,0.401,163.966,229573,4,332.0,28
Viva La Victoria,Eclipse,47,['swedish melodic rock'],Viva La Victoria,0.544,0.944,-6.161,0.0522,0.00266,1.48e-06,0.103,0.572,135.076,191670,4,8.0,51
Heartless Madness,Dynazty,51,"['melodic metal', 'nightrun', 'power metal', 'swedish hard rock']",Heartless Madness,0.446,0.904,-5.787,0.0432,5.85e-05,0.000123,0.191,0.636,152.975,239867,4,180.0,48
Bring It On,Memoremains,35,"['melodic metal', 'slayer', 'symphonic metal']",Bring It On,0.534,0.95,-5.612,0.0576,1.97e-05,5.35e-05,0.0599,0.633,145.015,188388,4,143.0,0
Terial the Hawk,Rhapsody Of Fire,43,"['italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",Terial the Hawk,0.465,0.878,-3.17,0.0382,0.0519,4.33e-06,0.141,0.231,130.046,289320,4,298.0,33
The Fairies Dance,Tungsten,37,['melodic metal'],The Fairies Dance,0.548,0.887,-4.187,0.0331,0.00616,0.0,0.432,0.38,133.04,237744,4,83.0,0
Hardcore,Beast In Black,59,"['finnish heavy metal', 'finnish power metal', 'melodic metal', 'power metal']",Dark Connection,0.462,0.935,-5.215,0.0417,1.44e-05,0.0415,0.111,0.721,139.961,214134,4,188.0,57
Cloud Connected,Metalite,42,"['melodic metal', 'slayer', 'symphonic power metal']",Cloud Connected,0.281,0.944,-6.307,0.0738,0.000127,7.09e-06,0.47,0.451,84.792,228013,4,123.0,33
PvP,Amaranthe,59,"['gothic symphonic metal', 'power metal']",PvP,0.436,0.963,-6.861,0.0826,5.13e-05,0.0,0.138,0.515,169.921,179093,4,102.0,58
Raise Your Horns,Van Canto,42,"['comic metal', 'german metal', 'german power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",Raise Your Horns,0.321,0.94,-4.632,0.0523,0.00726,0.00473,0.392,0.568,109.991,265853,4,336.0,26
Ghost of Marley,Majestica,38,"['christian power metal', 'melodic metal', 'swedish power metal', 'symphonic power metal']",Ghost of Marley,0.484,0.966,-7.094,0.0797,8.83e-05,0.0455,0.048,0.175,139.972,279000,4,127.0,0
Metal Is For Everyone,Freedom Call,42,"['german metal', 'german power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",Master Of Light,0.35,0.967,-3.388,0.1,0.000153,0.117,0.258,0.461,153.656,292147,4,332.0,0
Higher,NorthTale,27,['symphonic power metal'],Higher,0.522,0.99,-3.64,0.073,0.000407,0.000292,0.289,0.374,120.005,225307,4,29.0,0
Roses on Your Grave,Eclipse,47,['swedish melodic rock'],Wired,0.495,0.965,-6.744,0.0781,0.00039,3.35e-06,0.305,0.466,151.968,202453,4,8.0,49
Sweet True Lies,Beast In Black,59,"['finnish heavy metal', 'finnish power metal', 'melodic metal', 'power metal']",Sweet True Lies,0.466,0.912,-5.141,0.0466,7.75e-05,0.00294,0.284,0.661,136.035,206563,4,188.0,0
Fight,Warkings,38,['melodic metal'],Fight,0.458,0.96,-3.353,0.101,0.00224,0.00112,0.114,0.263,140.037,239980,4,83.0,36
The Raven Child (feat. Hansi Kürsch & Jorn Lande),Avantasia,52,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'opera metal', 'power metal', 'symphonic metal']",The Raven Child (feat. Hansi Kürsch & Jorn Lande),0.257,0.915,-3.535,0.0659,0.0337,0.0,0.0742,0.267,101.96,674854,4,398.0,0
Dear Anxiety,Dines X Heafy,26,[],Dines X Heafy,0.416,0.984,-3.116,0.277,0.00525,0.0,0.367,0.415,97.503,243111,4,0.0,45
Together We Rise,Wind Rose,49,"['italian folk metal', 'italian power metal', 'melodic metal', 'middle earth', 'power metal', 'tolkien metal']",Together We Rise,0.581,0.968,-5.749,0.042,0.000151,0.666,0.0599,0.605,120.013,302629,4,190.0,50
Son of Vengeance,Rhapsody Of Fire,43,"['italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",Glory for Salvation,0.334,0.923,-3.143,0.0901,0.0163,0.0,0.274,0.25,179.977,346053,3,298.0,40
Moonlight Rendezvous,Beast In Black,59,"['finnish heavy metal', 'finnish power metal', 'melodic metal', 'power metal']",Moonlight Rendezvous,0.425,0.958,-5.785,0.0515,0.000254,0.00107,0.0394,0.621,102.002,338761,4,188.0,0
Eye of the Storm,Battle Beast,55,"['finnish heavy metal', 'finnish power metal', 'melodic metal', 'power metal']",Eye of the Storm,0.433,0.935,-6.704,0.0577,8.2e-06,2.32e-05,0.146,0.436,163.057,266339,4,188.0,10
Creatures Of The Dark Realm,Bloodbound,45,"['melodic metal', 'neo classical metal', 'power metal', 'swedish heavy metal', 'swedish power metal', 'symphonic power metal']",Creatures Of The Dark Realm (Japan Edition),0.394,0.924,-4.786,0.0549,2.5e-05,7.11e-05,0.319,0.561,174.796,248133,4,272.0,9
Thunder Rising,Brother Firetribe,39,"['finnish hard rock', 'finnish metal', 'melodic hard rock', 'power metal']",Thunder Rising,0.427,0.899,-5.069,0.0575,0.000818,0.0,0.153,0.472,140.003,245791,4,97.0,38
Beast of Gévaudan,Powerwolf,61,"['german metal', 'german power metal', 'metal', 'power metal']",Beast of Gévaudan,0.463,0.962,-5.697,0.0712,0.000761,0.0,0.239,0.188,109.899,211893,4,201.0,45
We Are the Fire,Warkings,38,['melodic metal'],We Are the Fire,0.493,0.975,-3.391,0.0832,4.2e-05,0.76,0.208,0.207,100.001,215467,4,83.0,35
Starlight,Avantasia,52,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'opera metal', 'power metal', 'symphonic metal']",Moonglow,0.545,0.93,-3.406,0.0452,0.00134,5.18e-06,0.235,0.519,96.495,218615,4,398.0,42
Event Horizon,New Horizon,24,"['melodic metal', 'symphonic power metal']",Event Horizon,0.487,0.987,-3.313,0.0779,8.58e-06,2.98e-05,0.341,0.309,95.037,253920,4,112.0,34
Rise Of The Dragon Empire,Bloodbound,45,"['melodic metal', 'neo classical metal', 'power metal', 'swedish heavy metal', 'swedish power metal', 'symphonic power metal']",Rise Of The Dragon Empire,0.416,0.9,-4.561,0.05,0.00375,4.46e-05,0.194,0.438,74.969,276987,4,272.0,9
Back to the Rhythm,H.E.A.T,44,"['glam metal', 'hard rock', 'melodic hard rock', 'nightrun', 'swedish melodic rock']",Back to the Rhythm,0.51,0.946,-2.531,0.0496,0.000144,6.96e-06,0.0708,0.345,102.98,251053,4,106.0,43
The Final Sacrifice,Soulspell,25,"['brazilian metal', 'brazilian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic power metal']",The Final Sacrifice,0.516,0.858,-4.1,0.0402,0.000457,0.00353,0.12,0.142,91.002,303640,4,260.0,36
The Tale of the Three Hawks,Vexillum,16,"['italian folk metal', 'melodic power metal', 'symphonic power metal']",When Good Men Go to War,0.465,0.954,-5.824,0.142,9.12e-05,1.24e-06,0.23,0.186,157.882,363413,4,42.0,28
The Shellback,Running Wild,42,"['german metal', 'german power metal', 'hard rock', 'metal', 'neo-trad metal', 'old school thrash', 'pirate', 'power metal', 'speed metal']",The Shellback,0.135,0.939,-5.644,0.137,1.99e-05,0.0561,0.112,0.17,91.422,372627,3,285.0,30
Heart Demolition,DragonForce,58,"['british power metal', 'metal', 'neo classical metal', 'power metal', 'speed metal']",Heart Demolition,0.367,0.982,-3.443,0.143,0.00056,1.1e-05,0.0435,0.272,184.91,339373,4,213.0,30
From Hell with Love,Beast In Black,59,"['finnish heavy metal', 'finnish power metal', 'melodic metal', 'power metal']",From Hell with Love,0.502,0.9,-5.655,0.0482,0.000104,0.00212,0.161,0.552,120.066,235296,4,188.0,58
The Wicked Rule The Night,Avantasia,52,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'opera metal', 'power metal', 'symphonic metal']",The Wicked Rule The Night,0.29,0.909,-4.449,0.0511,2.17e-05,0.0024,0.114,0.28,170.011,264947,4,398.0,53
What's Become of Us,Lords of Black,35,"['melodic metal', 'symphonic power metal']",What's Become of Us,0.455,0.951,-3.367,0.051,2.98e-05,0.00239,0.13,0.547,149.944,298200,4,112.0,29
We Will Rise,Tungsten,37,['melodic metal'],We Will Rise,0.449,0.961,-3.844,0.0583,0.00192,0.0163,0.456,0.0872,80.007,204750,4,83.0,0
Fantastic Fanatic,Anette Olzon,38,"['gothic metal', 'gothic symphonic metal', 'symphonic metal', 'symphonic power metal']",Fantastic Fanatic,0.441,0.907,-6.189,0.0641,0.000152,0.000516,0.177,0.296,140.015,306893,4,105.0,31
For All,Ember Falls,39,"['electronic djent', 'finnish metal', 'melodic metal']",For All,0.444,0.95,-6.498,0.121,2.95e-05,0.000266,0.252,0.266,90.015,323922,4,90.0,36
Maximus,Warkings,38,['melodic metal'],Maximus,0.308,0.953,-4.645,0.123,0.000159,0.00154,0.295,0.291,118.051,252189,4,83.0,37
(We make) Sweden Rock,HammerFall,56,"['gothenburg metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'swedish power metal', 'symphonic metal']",(We Make) Sweden Rock,0.497,0.958,-5.411,0.0589,0.000374,4.53e-05,0.27,0.384,149.985,255527,4,351.0,0
Prove Me Wrong,Dee Snider,38,"['glam metal', 'hard rock']",Prove Me Wrong,0.39,0.971,-3.669,0.152,2.64e-05,0.0636,0.193,0.518,180.054,228880,4,88.0,0
Bloodheads United,Bloodbound,45,"['melodic metal', 'neo classical metal', 'power metal', 'swedish heavy metal', 'swedish power metal', 'symphonic power metal']",Bloodheads United,0.366,0.94,-4.759,0.0463,0.00481,0.0,0.913,0.313,160.003,320704,4,272.0,28
Come This Way,Tungsten,37,['melodic metal'],Come This Way,0.561,0.892,-4.217,0.0353,7.78e-06,0.000705,0.0965,0.688,122.037,219344,4,83.0,33
Bound to You,Lords of Black,35,"['melodic metal', 'symphonic power metal']",Bound to You,0.479,0.984,-3.258,0.0567,5.72e-05,0.0461,0.0946,0.492,140.936,320638,4,112.0,31
The Last Battle,Warkings,38,['melodic metal'],The Last Battle,0.398,0.961,-4.531,0.185,0.000111,0.000506,0.306,0.186,179.042,276773,4,83.0,0
Heart of the Android,Orden Ogan,47,"['german metal', 'german power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",Heart of the Android,0.503,0.982,-2.838,0.117,9.9e-05,0.000764,0.0685,0.076,139.99,271765,4,332.0,40
