track_name,artist_name,artist_pop,artist_genres,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_pop
Leaving My Love Behind,Lewis Capaldi,76,"['pop', 'uk pop']",Divinely Uninspired To A Hellish Extent (Extended Edition),0.409,0.446,-4.836,0.0317,0.65,0.0,0.0862,0.135,75.638,210213,4,66
What They'll Say About Us,FINNEAS,69,"['alt z', 'electropop', 'la indie', 'pop']",What They'll Say About Us,0.535,0.314,-12.823,0.0408,0.895,0.00015,0.0874,0.0663,145.095,187601,4,2
Love Me More,Sam Smith,81,"['dance pop', 'pop', 'uk pop']",Love Me More,0.791,0.439,-5.62,0.0645,0.302,1.85e-05,0.126,0.559,85.004,190659,4,80
Tattoos Together,Lauv,77,"['dance pop', 'electropop', 'pop']",~how i'm feeling~,0.862,0.4,-7.486,0.0723,0.00575,7.49e-06,0.123,0.598,122.961,186613,4,67
Angels Like You,Miley Cyrus,81,"['dance pop', 'pop', 'post-teen pop']",Plastic Hearts,0.672,0.642,-4.035,0.0313,0.0981,0.0,0.1,0.494,121.981,196453,4,60
Nobody's Love,Maroon 5,84,['pop'],Nobody's Love,0.486,0.567,-6.456,0.0379,0.31,0.0,0.0949,0.154,93.68,211254,4,17
Black And White,Niall Horan,75,"['dance pop', 'pop', 'post-teen pop']",Heartbreak Weather,0.443,0.582,-6.02,0.0482,0.0301,0.0,0.127,0.239,147.589,193090,4,73
Wonder,Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",Wonder,0.442,0.631,-5.096,0.05,0.136,2.29e-05,0.133,0.129,139.774,172693,4,72
Lease On Life,Andy Grammer,70,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rap', 'pop rock']",Lease On Life,0.704,0.701,-5.44,0.0596,0.0593,0.0,0.126,0.606,88.016,168163,4,50
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,92,['pop'],Lover,0.61,0.83,-4.105,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4,76
Hold On To Your Love,Walk Off the Earth,58,"['canadian rock', 'pop rock']",Hold On To Your Love,0.559,0.717,-7.879,0.0342,0.0583,0.0,0.278,0.767,156.965,166737,4,43
Run,OneRepublic,81,"['dance pop', 'piano rock', 'pop', 'pop rock']",Run,0.682,0.72,-8.173,0.0381,0.326,0.0,0.148,0.673,117.003,169011,4,77
Fallin’ (Adrenaline),Why Don't We,72,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Fallin’ (Adrenaline),0.606,0.9,-4.504,0.119,0.0101,0.0,0.075,0.233,133.963,216504,4,65
When You're Gone,Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",When You're Gone,0.603,0.691,-5.805,0.0372,0.0248,0.0,0.583,0.577,147.148,172267,4,86
Back To You,Selena Gomez,80,"['dance pop', 'pop', 'post-teen pop']",13 Reasons Why (Season 2),0.6,0.683,-6.271,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,210240,4,70
Last Call,Jamie Miller,66,['pop soul'],Last Call,0.636,0.528,-3.857,0.0346,0.299,0.0,0.326,0.27,107.244,151308,4,66
Permission to Dance,BTS,92,"['k-pop', 'k-pop boy group']",Butter / Permission to Dance,0.702,0.741,-5.33,0.0427,0.00544,0.0,0.337,0.646,124.925,187585,4,21
Like 1999,Valley,60,"['electropop', 'indietronica', 'pop']",Last Birthday,0.733,0.382,-7.955,0.0459,0.132,0.0,0.162,0.517,98.027,144743,4,68
Rule The World,The Wanted,65,"['boy band', 'dance pop', 'pop', 'pop dance', 'post-teen pop']",Rule The World,0.592,0.719,-6.562,0.0976,0.142,0.0021,0.0874,0.309,129.975,197627,4,58
Walk Me Home,P!nk,78,"['dance pop', 'pop']",Hurts 2B Human,0.652,0.453,-6.119,0.0445,0.0519,0.0,0.179,0.432,88.038,177391,3,56
Chasing Stars (feat. James Bay),Alesso,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Chasing Stars (feat. James Bay),0.594,0.64,-6.865,0.033,0.0169,0.0,0.135,0.492,92.871,170457,4,74
Love Back,Why Don't We,72,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Love Back,0.611,0.744,-6.845,0.0654,0.026,0.0,0.176,0.705,105.882,185851,4,69
Follow You,Imagine Dragons,86,"['modern rock', 'rock']",Mercury - Act 1,0.544,0.732,-5.984,0.0524,0.00197,5.06e-05,0.486,0.45,124.875,175644,4,28
Electric - Pokemon 25 Version,Katy Perry,83,"['dance pop', 'pop', 'post-teen pop']",Electric,0.615,0.701,-4.257,0.0472,0.00302,0.0,0.0471,0.251,98.073,193543,4,66
All I Know So Far,P!nk,78,"['dance pop', 'pop']",All I Know So Far,0.578,0.639,-5.749,0.0374,0.0586,0.0,0.0944,0.296,108.045,277413,4,69
Unstoppable,Sia,82,"['australian dance', 'australian pop', 'pop']",This Is Acting (Deluxe Version),0.468,0.779,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,4,81
OK Not To Be OK,Marshmello,81,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",OK Not To Be OK,0.743,0.837,-5.025,0.0649,0.0172,0.0,0.0743,0.263,103.072,159863,4,75
What About Us,P!nk,78,"['dance pop', 'pop']",What About Us,0.386,0.594,-6.186,0.0566,0.0252,3.19e-06,0.0873,0.187,113.756,271520,4,57
Little Bit of Love,Tom Grennan,69,"['modern rock', 'pop', 'tropical house', 'uk pop']",Little Bit of Love,0.689,0.706,-4.48,0.0312,0.0833,0.0,0.105,0.623,106.52,226268,4,70
Hero,Faouzia,66,"['alt z', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",Hero,0.735,0.689,-7.243,0.0297,0.0452,0.0,0.0635,0.392,128.082,174826,4,63
I'll Never Not Love You,Michael Bublé,72,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",I'll Never Not Love You,0.492,0.791,-5.045,0.0703,0.00816,1.87e-05,0.11,0.585,144.363,218391,4,62
Maniac,Conan Gray,78,"['bedroom pop', 'pop']",Kid Krow,0.628,0.639,-5.46,0.0435,0.00162,0.0,0.354,0.493,108.045,185773,4,82
Sunroof,Nicky Youre,69,[],Sunroof,0.768,0.714,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,163026,4,88
Hurt Somebody,Noah Kahan,64,"['pop', 'pop rock', 'stomp and holler']",Hurt Somebody,0.627,0.562,-5.133,0.31,0.36,0.0,0.252,0.467,114.945,168640,4,0
Everybody Wants You,Johnny Orlando,61,"['canadian pop', 'pop', 'social media pop']",Everybody Wants You,0.657,0.582,-6.735,0.0646,0.113,0.0,0.182,0.574,82.023,200861,4,51
Never Really Over,Katy Perry,83,"['dance pop', 'pop', 'post-teen pop']",Never Really Over,0.77,0.882,-4.792,0.0602,0.194,0.0,0.316,0.385,99.991,223523,4,73
North Star,Tyler Shaw,57,['pop quebecois'],North Star,0.726,0.739,-4.788,0.0446,0.0119,0.00927,0.138,0.773,138.009,212327,4,51
No One Compares To You,Jack & Jack,62,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'teen pop']",No One Compares To You,0.703,0.748,-6.047,0.0435,0.123,0.0,0.0642,0.625,111.943,184080,4,0
Damn It Feels Good To Be Me,Andy Grammer,70,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rap', 'pop rock']",Damn It Feels Good To Be Me,0.706,0.777,-5.09,0.0384,0.0663,0.0,0.462,0.782,120.031,138307,4,61
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",Summer Of Love,0.776,0.808,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988,184104,4,82
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,77,"['dance pop', 'pop']","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",0.666,0.83,-5.715,0.0751,0.0123,0.0,0.191,0.702,113.03,236002,4,78
THATS WHAT I WANT,Lil Nas X,82,"['lgbtq+ hip hop', 'pop']",MONTERO,0.737,0.846,-4.51,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4,90
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,70,"['dance pop', 'pop', 'post-teen pop']","Let Me Go (with Alesso, Florida Georgia Line & watt)",0.664,0.708,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800,4,77
Higher,Michael Bublé,72,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",Higher,0.684,0.821,-5.497,0.0477,0.0314,6.65e-05,0.265,0.883,126.029,185388,4,61
Sixteen,Ellie Goulding,76,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",Sixteen,0.669,0.801,-5.445,0.136,0.268,0.0,0.0594,0.541,109.919,201072,4,64
Drown (feat. Clinton Kane),Martin Garrix,76,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",Drown (feat. Clinton Kane),0.573,0.739,-5.455,0.0581,0.212,0.0,0.175,0.363,120.077,174062,4,71
Bang!,AJR,74,['modern rock'],OK ORCHESTRA,0.74,0.517,-6.233,0.0506,0.0183,0.0,0.0558,0.698,139.917,170858,4,53
fingers crossed,elijah woods,49,[],fingers crossed,0.657,0.477,-7.448,0.0494,0.277,6.85e-06,0.149,0.202,109.823,163091,4,63
Take My Hand,5 Seconds of Summer,78,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Me Myself & I,0.554,0.485,-8.691,0.036,0.266,0.0,0.12,0.0952,126.02,239865,4,58
Oh shit…are we in love?,Valley,60,"['electropop', 'indietronica', 'pop']",Last Birthday,0.697,0.515,-6.335,0.0502,0.0576,1.81e-06,0.294,0.37,95.086,155385,4,64
Polaroid,Jonas Blue,74,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",Polaroid,0.652,0.897,-4.481,0.036,0.293,0.0,0.0722,0.475,114.033,193377,4,61
i'm so tired...,Lauv,77,"['dance pop', 'electropop', 'pop']",i'm so tired...,0.599,0.733,-7.058,0.203,0.176,0.0,0.242,0.534,102.211,162583,4,2
Build a Bitch,Bella Poarch,62,['modern alternative pop'],Build a Bitch,0.855,0.463,-7.454,0.0367,0.217,1.77e-05,0.347,0.866,102.931,122773,4,77
Wait No More,Scott Helman,46,"['canadian folk', 'folk-pop']",Wait No More,0.761,0.646,-6.631,0.0551,0.176,9.89e-06,0.17,0.818,100.099,164673,4,0
Take Me Home,Shawn Hook,45,['canadian pop'],Take Me Home,0.532,0.715,-6.735,0.0467,0.0594,0.000395,0.17,0.566,122.118,171142,4,56
House On Fire,Mimi Webb,66,"['alt z', 'dance pop', 'gen z singer-songwriter', 'pop', 'uk pop']",House On Fire,0.61,0.747,-4.543,0.109,0.0245,0.0,0.106,0.439,150.088,140803,4,77
she's all i wanna be,Tate McRae,80,['pop'],i used to think i could fly,0.602,0.626,-5.323,0.0396,0.0129,9.02e-06,0.144,0.619,160.118,207120,4,74
Hold On,Justin Bieber,90,"['canadian pop', 'pop']",Justice,0.659,0.635,-6.068,0.043,0.0103,0.0,0.121,0.301,140.008,170813,4,54
Told You So - Digital Farm Animals Remix,Nathan Evans,66,[],Told You So,0.71,0.742,-5.639,0.0411,0.201,0.0,0.152,0.611,119.99,139333,4,58
Elvis Song,Maisie Peters,63,"['alt z', 'indie pop', 'pop', 'uk pop']",You Signed Up For This,0.575,0.691,-5.117,0.0468,0.353,0.0,0.107,0.48,91.908,190013,4,57
Never A Good Time,NOTD,66,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']",Never A Good Time,0.54,0.833,-4.266,0.0312,0.0179,0.000126,0.173,0.649,167.939,167233,4,65
Not a Pop Song,Little Mix,77,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",Not a Pop Song,0.624,0.651,-4.715,0.0372,0.279,0.0,0.0782,0.355,139.115,179413,4,53
Love Songs,Lukas Graham,69,"['danish pop', 'pop', 'scandipop']",Love Songs,0.789,0.709,-5.157,0.294,0.261,0.0,0.146,0.656,88.048,191119,4,46
The Man,Taylor Swift,92,['pop'],Lover,0.777,0.658,-5.191,0.054,0.0767,0.0,0.0901,0.633,110.048,190360,4,78
You (with Marshmello & Vance Joy),benny blanco,71,"['electropop', 'pop', 'pop rap']",You (with Marshmello & Vance Joy),0.668,0.563,-6.433,0.0522,0.0493,0.0,0.119,0.305,103.116,169632,4,69
I Don't Know Why,NOTD,66,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']",I Don't Know Why,0.499,0.898,-4.181,0.124,0.124,7.2e-06,0.0832,0.618,120.04,207668,4,70
Just Friends,Virginia To Vegas,57,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'pop', 'tropical house']",Just Friends,0.793,0.714,-7.562,0.193,0.156,0.0,0.136,0.794,100.036,168947,4,64
Higher Power,Coldplay,86,"['permanent wave', 'pop']",Higher Power,0.507,0.828,-6.023,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295,4,74
Ruin My Life,Zara Larsson,75,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",Ruin My Life,0.665,0.699,-5.265,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,4,67
If You Need Me,Julia Michaels,74,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",If You Need Me,0.483,0.766,-6.894,0.0846,0.423,0.0,0.0985,0.552,147.701,216080,4,55
You're Not Harry Styles,Dylan,56,"['alt z', 'pop', 'uk pop']",You're Not Harry Styles,0.553,0.767,-4.557,0.0741,0.00681,2.95e-06,0.0903,0.669,165.059,176530,4,39
Married In Vegas,The Vamps,69,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Married In Vegas,0.663,0.77,-4.056,0.0559,0.000648,0.0,0.0311,0.753,104.044,192907,4,49
Another Place,Bastille,74,"['metropopolis', 'modern rock', 'pop', 'pop rock']",Another Place,0.685,0.742,-5.409,0.0471,0.22,0.0,0.185,0.618,115.008,213511,4,59
talk me out of it,Olivia Holt,51,"['alt z', 'dance pop', 'pop', 'post-teen pop', 'social media pop']",talk me out of it,0.775,0.641,-5.744,0.0613,0.421,0.0,0.0818,0.236,109.967,171364,4,50
"fuck, i'm lonely",Lauv,77,"['dance pop', 'electropop', 'pop']","fuck, i'm lonely",0.806,0.558,-6.46,0.0683,0.482,0.0,0.0618,0.678,95.016,198973,4,2
Miss U More Than U Know (with R3HAB),Sofia Carson,64,"['dance pop', 'pop', 'post-teen pop']",Miss U More Than U Know (with R3HAB),0.796,0.591,-6.413,0.0608,0.193,0.0248,0.0938,0.51,102.963,156116,4,55
One Whole Day (feat. Wiz Khalifa),Dixie,55,['social media pop'],One Whole Day (feat. Wiz Khalifa),0.64,0.863,-4.002,0.0322,0.038,0.0,0.294,0.725,81.003,176854,4,57
Girlfriend,Charlie Puth,80,"['dance pop', 'pop', 'viral pop']",Girlfriend,0.758,0.583,-6.361,0.0421,0.18,5.12e-05,0.107,0.797,97.537,177438,4,64
Jeena Chahun,Shivansh Jindal,20,['indian singer-songwriter'],Jeena Chahun,0.613,0.79,-7.021,0.0339,0.0147,0.00392,0.171,0.274,125.941,210714,4,37
"Udd Jaa Parindey (From ""Radhe Shyam"")",Mithoon,66,"['desi pop', 'filmi', 'modern bollywood', 'sufi']","Udd Jaa Parindey (From ""Radhe Shyam"")",0.555,0.631,-9.91,0.0382,0.51,0.00925,0.187,0.311,122.011,258119,4,44
Tanha Dil Tanha Safar,Shaan,65,"['desi pop', 'filmi', 'modern bollywood']",Tanha Dil Tanha Safar,0.493,0.415,-10.445,0.0429,0.548,1.76e-06,0.104,0.455,173.915,200000,4,46
Rihaayi De,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Mimi (Original Motion Picture Soundtrack),0.475,0.336,-13.157,0.0323,0.731,0.000346,0.262,0.215,119.856,365227,4,45
Tu Mera Hogaya Hai (Encore),Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Tadap,0.585,0.798,-7.141,0.0627,0.554,4.09e-05,0.213,0.65,93.035,310137,4,40
Phire Faqeera,Arijit Singh,83,"['desi pop', 'filmi', 'modern bollywood']",Pagglait (Original Motion Picture Soundtrack),0.398,0.683,-8.175,0.124,0.459,6.58e-06,0.102,0.48,180.189,341074,4,37
Safar,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Jab Harry Met Sejal (Original Motion Picture Soundtrack),0.307,0.604,-5.592,0.0397,0.593,3.79e-06,0.0789,0.452,85.641,365669,5,49
Haan Main Galat,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Love Aaj Kal (Original Motion Picture Soundtrack),0.683,0.737,-5.66,0.0502,0.125,0.0105,0.103,0.919,117.996,218644,4,57
Safarnama,Meiyang Chang,29,[],Safarnama,0.596,0.315,-15.905,0.0366,0.316,0.0,0.0675,0.457,80.026,264160,4,31
Tum Mile - Lofi Flip,KSW,51,['indian lo-fi'],Tum Mile (Lofi Flip),0.711,0.579,-11.059,0.0363,0.218,0.053,0.32,0.21,114.96,242103,4,64
Khalbali,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Rang De Basanti (Original Motion Picture Soundtrack),0.789,0.707,-7.973,0.109,0.0237,0.0,0.177,0.605,97.015,379227,4,48
Paathshala - Be a Rebel,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Rang De Basanti (Original Motion Picture Soundtrack),0.831,0.65,-9.584,0.0978,0.0419,0.12,0.362,0.96,146.935,189253,4,41
Tanha Dil,Shaan,65,"['desi pop', 'filmi', 'modern bollywood']",Tanha Dil...,0.621,0.704,-5.293,0.0236,0.101,0.0,0.185,0.366,99.942,291240,4,51
Tum Tak,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Tum Tak,0.704,0.626,-9.309,0.0556,0.423,0.0,0.0739,0.514,114.997,305760,4,40
Madari,Clinton Cerejo,56,"['filmi', 'modern bollywood']",Coke Studio India Season 2 - Episode 1,0.577,0.86,-5.447,0.0385,0.116,0.0,0.18,0.593,113.074,463787,4,24
"Jugni (from ""Cocktail"")",Arif Lohar,35,"['classic pakistani pop', 'pakistani pop', 'sufi']",Cocktail,0.614,0.759,-6.763,0.107,0.145,0.0,0.3,0.361,166.096,417386,4,35
Bulleya,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],0.552,0.769,-4.504,0.0465,0.497,0.0,0.112,0.702,86.957,348966,4,61
Khaabon Ke Parinday,Alyssa Mendonsa,52,['modern bollywood'],Zindagi Na Milegi Dobara,0.517,0.565,-10.184,0.0441,0.721,0.00689,0.0997,0.69,169.952,251704,4,61
Iktara,Amit Trivedi,66,"['desi pop', 'filmi', 'modern bollywood']",Wake Up Sid (Original Motion Picture Soundtrack),0.616,0.525,-7.065,0.0258,0.401,0.000484,0.309,0.427,79.976,253773,4,51
O Gujariya,Shefali Alvares,55,['modern bollywood'],Queen,0.612,0.858,-8.8,0.0548,0.0172,7.29e-06,0.258,0.282,139.964,261558,4,53
Dil Dhadakne Do,Joi Barua,42,['northeast indian indie'],Zindagi Na Milegi Dobara,0.778,0.599,-4.758,0.032,0.0705,0.0,0.59,0.949,116.951,230319,4,60
Aaj Kal Zindagi,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Wake Up Sid (Original Motion Picture Soundtrack),0.639,0.617,-8.897,0.0329,0.21,0.00558,0.099,0.405,134.95,254507,4,52
Someone To You,BANNERS,65,"['indie poptimism', 'modern rock', 'pop', 'pop rock']",Where The Shadow Ends,0.52,0.903,-5.497,0.042,0.00517,0.0,0.254,0.652,74.988,219801,4,78
Demons,Imagine Dragons,86,"['modern rock', 'rock']",Night Visions,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.269,0.428,89.938,177507,4,82
One Call Away,Charlie Puth,80,"['dance pop', 'pop', 'viral pop']",Nine Track Mind,0.667,0.613,-5.353,0.0344,0.403,0.0,0.115,0.47,91.024,194453,4,71
I'm Yours,Jason Mraz,71,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",We Sing. We Dance. We Steal Things.,0.703,0.444,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96,242947,4,80
Photograph,Ed Sheeran,90,"['pop', 'uk pop']",x (Wembley Edition),0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,65
If I Can't Have You,Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",If I Can't Have You,0.692,0.809,-4.198,0.0602,0.524,0.0,0.147,0.864,123.911,190800,4,74
Brave,Sara Bareilles,65,"['acoustic pop', 'dance pop', 'hollywood', 'lilith', 'neo mellow', 'pop', 'pop rock']",The Blessed Unrest,0.551,0.836,-3.838,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573,4,70
Bad Day,Daniel Powter,58,"['canadian pop', 'neo mellow', 'pop rock']",Daniel Powter,0.599,0.785,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046,233640,4,75
Arcade,Duncan Laurence,67,['dutch pop'],Arcade,0.45,0.329,-12.603,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,3,81
Lucky,Jason Mraz,71,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",We Sing. We Dance. We Steal Things.,0.625,0.414,-8.7,0.0369,0.294,0.0,0.151,0.669,130.088,189613,4,74
Rescue Me,OneRepublic,81,"['dance pop', 'piano rock', 'pop', 'pop rock']",Rescue Me,0.759,0.605,-7.737,0.0433,0.156,0.0,0.694,0.64,121.049,158900,4,71
I Knew You Were Trouble.,Taylor Swift,92,['pop'],Red,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,217973,4,63
Talking to the Moon,Bruno Mars,86,"['dance pop', 'pop']",Doo-Wops & Hooligans,0.498,0.59,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867,217867,4,82
Hey There Delilah,Plain White T's,62,"['neo mellow', 'pop punk', 'pop rock']",Every Second Counts,0.51,0.376,-10.995,0.0307,0.865,0.000121,0.113,0.321,103.851,232853,4,0
In My Blood,Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",In My Blood,0.628,0.715,-7.097,0.0541,0.0524,0.0,0.119,0.429,139.991,211600,4,0
Bad Liar,Imagine Dragons,86,"['modern rock', 'rock']",Origins (Deluxe),0.383,0.637,-6.993,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773,4,80
Black Magic,Little Mix,77,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",Black Magic,0.777,0.898,-4.461,0.0581,0.0322,0.0,0.313,0.866,111.996,211787,4,0
Mama Said,Lukas Graham,69,"['danish pop', 'pop', 'scandipop']",Lukas Graham,0.712,0.799,-4.564,0.0703,0.0447,6.4e-05,0.37,0.591,83.996,206903,4,69
Like I Can,Sam Smith,81,"['dance pop', 'pop', 'uk pop']",In The Lonely Hour,0.656,0.627,-6.627,0.0379,0.343,2.17e-05,0.124,0.481,99.933,167066,4,81
Be Alright,Dean Lewis,72,"['australian pop', 'pop']",Be Alright,0.553,0.586,-6.319,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4,79
"Life is a Highway - From ""Cars""",Rascal Flatts,68,"['contemporary country', 'country', 'country road']",Disney/Pixar Greatest,0.562,0.91,-6.939,0.058,0.00244,0.0,0.0676,0.606,103.057,276707,4,54
"I'll Be There for You - Theme From ""Friends""",The Rembrandts,53,['pop rock'],L.P.,0.32,0.917,-5.903,0.0771,0.0717,0.0,0.169,0.715,190.757,188360,4,68
Shower,Becky G,81,"['dance pop', 'latin', 'latin viral pop', 'rap latina', 'reggaeton']",Shower,0.699,0.529,-7.548,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,4,78
Ugly Heart,G.R.L.,56,"['dance pop', 'girl group', 'post-teen pop']",Ugly Heart,0.649,0.79,-5.529,0.0482,0.0167,0.0,0.255,0.458,124.993,199580,4,70
I Want It That Way,Backstreet Boys,73,"['boy band', 'dance pop']",The Essential Backstreet Boys,0.683,0.687,-5.833,0.0274,0.24,0.0,0.131,0.502,99.035,213027,4,0
Somebody That I Used To Know (Glee Cast Version),Glee Cast,70,"['glee club', 'hollywood', 'post-teen pop']","Glee: The Music, The Complete Season Three",0.833,0.467,-7.693,0.0355,0.554,1.14e-05,0.135,0.814,128.918,246187,4,48
Bailando - Spanish Version,Enrique Iglesias,75,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",SEX AND LOVE (Deluxe),0.723,0.777,-3.503,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413,4,54
Me Voy Enamorando,Chino & Nacho,63,"['electro latino', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",Radio Universo,0.685,0.912,-3.411,0.0687,0.0538,0.0,0.392,0.511,99.957,235720,4,59
Tacones Rojos,Sebastian Yatra,80,"['colombian pop', 'latin', 'reggaeton colombiano']",Tacones Rojos,0.748,0.856,-3.517,0.0348,0.0824,0.0,0.142,0.927,123.031,189320,4,83
Sweet but Psycho,Ava Max,80,"['dance pop', 'pop']",Sweet but Psycho,0.719,0.704,-4.724,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,4,7
Boulevard of Broken Dreams,Green Day,77,"['permanent wave', 'punk']",Greatest Hits: God's Favorite Band,0.496,0.682,-4.095,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333,4,76
Broken Frame,Alex & Sierra,60,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",It's About Us,0.534,0.415,-9.025,0.0367,0.701,0.0,0.105,0.212,54.048,220053,4,38
Vivir Mi Vida,Marc Anthony,75,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",3.0,0.656,0.877,-3.231,0.0342,0.345,0.0,0.349,0.894,105.018,252347,4,75
Andas En Mi Cabeza,Chino & Nacho,63,"['electro latino', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",Andas En Mi Cabeza,0.671,0.954,-1.87,0.13,0.0244,0.0,0.111,0.556,104.114,247493,4,74
La Gozadera (feat. Marc Anthony),Gente De Zona,70,"['cubaton', 'latin', 'latin hip hop', 'latin pop']",Visualízate,0.616,0.989,-1.698,0.0483,0.166,0.0,0.172,0.902,95.036,203160,4,74
Destino o casualidad,Melendi,70,"['spanish pop', 'spanish pop rock']",Destino o casualidad,0.557,0.525,-6.324,0.149,0.524,0.0,0.113,0.362,153.247,258504,4,73
Raise Your Glass,P!nk,78,"['dance pop', 'pop']",Raise Your Glass,0.7,0.709,-5.006,0.0838,0.0048,0.0,0.029,0.624,122.019,202960,4,77
New York State of Mind,Billy Joel,75,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",Turnstiles,0.506,0.373,-9.473,0.0347,0.499,4.05e-05,0.323,0.194,121.289,362400,4,62
I Still Haven't Found What I'm Looking For,U2,76,"['irish rock', 'permanent wave', 'rock']",The Joshua Tree (Super Deluxe),0.564,0.774,-9.424,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,4,77
Make You Mine,PUBLIC,60,['indie rockism'],Make You Mine,0.606,0.799,-4.452,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4,77
Rolling in the Deep,Adele,84,"['british soul', 'pop', 'pop soul', 'uk pop']",21,0.73,0.769,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,4,80
